Land,AGS,Landkreis,Wahlberechtigte,Wähler,Ungültige.Erststimmen,Gültige.Erststimmen,CDU.Erststimmen,SPD.Erststimmen,FDP.Erststimmen,DIE LINKE.Erststimmen,GRÜNE.Erststimmen,CSU.Erststimmen,PIRATEN.Erststimmen,NPD.Erststimmen,Tierschutzpartei.Erststimmen,REP.Erststimmen,ÖDP.Erststimmen,FAMILIE.Erststimmen,Bündnis 21/RRP.Erststimmen,RENTNER.Erststimmen,BP.Erststimmen,PBC.Erststimmen,BüSo.Erststimmen,DIE VIOLETTEN.Erststimmen,MLPD.Erststimmen,"Volksabstimmung.Erststimmen",AfD.Erststimmen,BIG.Erststimmen,pro Deutschland.Erststimmen,FREIE WÄHLER.Erststimmen,PARTEI DER VERNUNFT.Erststimmen,Die PARTEI.Erststimmen,B.Erststimmen,BGD.Erststimmen,DKP.Erststimmen,NEIN!.Erststimmen,Übrige.Erststimmen,Ungültige.Zweitstimmen,Gültige.Zweitstimmen,CDU.Zweitstimmen,SPD.Zweitstimmen,FDP.Zweitstimmen,DIE LINKE.Zweitstimmen,GRÜNE.Zweitstimmen,CSU.Zweitstimmen,PIRATEN.Zweitstimmen,NPD.Zweitstimmen,Tierschutzpartei.Zweitstimmen,REP.Zweitstimmen,ÖDP.Zweitstimmen,FAMILIE.Zweitstimmen,Bündnis 21/RRP.Zweitstimmen,RENTNER.Zweitstimmen,BP.Zweitstimmen,PBC.Zweitstimmen,BüSo.Zweitstimmen,DIE VIOLETTEN.Zweitstimmen,MLPD.Zweitstimmen,Volksabstimmung.Zweitstimmen,PSG.Zweitstimmen,AfD.Zweitstimmen,BIG.Zweitstimmen,pro Deutschland.Zweitstimmen,DIE RECHTE.Zweitstimmen,DIE FRAUEN.Zweitstimmen,FREIE WÄHLER.Zweitstimmen,"Nichtwähler.Zweitstimmen",PARTEI DER VERNUNFT.Zweitstimmen,Die PARTEI.Zweitstimmen
BY,9762,"Kaufbeuren, Stadt",31405,19628,164,19464,0,3091,304,879,1303,11430,470,0,0,0,219,0,0,0,319,0,0,0,0,0,783,0,0,462,0,0,0,0,0,0,204,144,19484,0,3405,959,852,1585,9964,425,137,152,62,185,0,4,0,232,0,1,17,8,0,0,938,0,11,0,53,468,0,26,0
BY,9763,"Kempten (Allgäu), Stadt",48019,29603,296,29307,0,6140,1329,1471,2406,15791,658,0,0,570,878,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,29407,0,5835,1776,1459,2662,13660,533,138,239,277,362,0,22,0,130,0,7,35,14,0,0,1526,0,14,0,53,644,0,21,0
BY,9764,"Memmingen, Stadt",29909,19125,177,18948,0,4777,313,539,974,9552,415,0,0,0,618,0,0,0,150,0,0,0,0,0,861,0,0,717,0,0,0,0,0,0,32,179,18946,0,3883,937,696,1414,9107,355,231,123,89,460,0,4,0,88,0,5,21,1,0,0,1045,0,14,0,35,424,0,14,0
BY,9771,Aichach-Friedberg,98501,71362,646,70716,0,12298,1635,1910,5126,42951,1114,778,0,0,1446,0,236,0,0,0,0,0,0,0,2722,0,0,500,0,0,0,0,0,0,0,473,70889,0,10997,3292,1982,4899,39742,1230,463,532,557,866,0,108,0,912,0,5,78,9,0,0,3551,0,48,0,135,1428,0,55,0
BY,9772,Augsburg,184614,131682,1189,130493,0,23071,3160,4170,8649,78835,2730,1335,0,199,1472,0,548,0,0,0,15,0,13,0,5967,0,0,329,0,0,0,0,0,0,0,941,130741,0,23183,6105,4548,9429,69124,2357,987,1067,704,1153,0,275,0,990,0,28,173,38,0,0,6913,0,113,0,308,3102,0,144,0
BY,9773,Dillingen a.d.Donau,72098,48393,593,47800,0,8235,1610,1835,3770,28268,0,1071,0,0,703,0,164,0,0,0,0,0,0,0,0,0,0,2144,0,0,0,0,0,0,0,484,47909,0,7873,2470,1545,2785,25844,720,651,335,660,325,0,54,0,394,0,6,63,8,0,0,2099,0,31,0,138,1867,0,41,0
BY,9774,Günzburg,89221,58846,724,58122,0,9209,1585,1853,4136,35096,1156,1140,0,0,865,0,0,0,0,0,0,0,0,0,3082,0,0,0,0,0,0,0,0,0,0,475,58371,0,9655,2505,1857,3371,32239,1014,864,477,316,597,0,26,0,478,0,13,69,9,0,0,3337,0,41,0,155,1276,0,72,0
BY,9775,Neu-Ulm,122438,84475,792,83683,0,18089,2342,3259,7491,44555,1631,1499,0,0,1109,0,0,0,0,0,0,0,0,0,3708,0,0,0,0,0,0,0,0,0,0,653,83822,0,17332,4168,3636,6178,41121,1699,1287,601,182,785,0,28,0,336,0,20,99,35,0,0,4763,0,85,0,173,1209,0,85,0
BY,9776,Lindau (Bodensee),59070,41124,414,40710,0,7978,1232,1605,3895,23705,847,0,0,364,1023,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,40802,0,7076,2374,1669,4419,20244,744,225,309,127,630,0,20,0,176,0,8,64,7,0,0,1659,0,27,0,82,890,0,52,0
BY,9777,Ostallgäu,103324,73823,584,73239,0,9498,1268,1920,4892,44951,1252,0,0,0,1123,0,0,0,3562,0,0,0,0,0,2651,0,0,1877,0,0,0,0,0,0,245,499,73324,0,10245,3224,2157,5286,41814,1175,425,425,197,914,0,25,0,2072,0,11,97,10,0,0,3200,0,37,0,166,1775,0,69,0
BY,9778,Unterallgäu,105895,73385,712,72673,0,9765,1412,1827,3748,45710,1421,370,0,0,1817,0,0,0,777,0,0,0,0,0,3278,0,0,2369,0,0,0,0,0,0,179,626,72759,0,9474,3369,2030,4368,42017,1226,874,512,321,1384,0,12,0,693,0,17,81,13,0,0,3694,0,65,0,155,2370,0,84,0
BY,9779,Donau-Ries,99965,70033,837,69196,0,13055,1280,3584,3723,41642,0,1065,0,0,1943,0,177,0,0,0,0,0,0,0,0,0,0,2727,0,0,0,0,0,0,0,699,69334,0,12350,2812,2393,4319,38455,1004,746,441,226,833,0,62,0,519,0,6,135,17,0,0,2813,0,46,0,304,1776,0,77,0
BY,9780,Oberallgäu,117189,84908,821,84087,0,12604,2940,2454,6710,53998,1567,0,0,1302,2226,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,84342,0,11865,4599,2446,7248,46998,1154,498,653,648,1097,0,119,0,670,0,15,131,14,0,0,3510,0,58,0,155,2384,0,80,0
SL,10041,Regionalverband Saarbrücken,253130,177081,4329,172752,64814,62212,3187,18401,8509,0,4702,3203,0,0,0,0,0,0,0,0,0,0,267,0,7417,0,0,0,40,0,0,0,0,0,0,3963,173118,58869,54144,7584,19844,12390,0,4928,3246,0,0,0,2053,0,0,0,0,0,0,175,0,0,8448,0,299,0,0,1138,0,0,0
SL,10042,Merzig-Wadern,81462,59768,1783,57985,27335,19067,744,3926,2056,0,1554,850,0,0,0,0,0,0,0,0,0,0,0,0,2453,0,0,0,0,0,0,0,0,0,0,1801,57967,24489,17232,2172,4778,2833,0,1497,881,0,0,0,649,0,0,0,0,0,0,21,0,0,2934,0,97,0,0,384,0,0,0
SL,10043,Neunkirchen,110145,78379,2174,76205,29311,29371,1045,7080,2207,0,1924,1291,0,0,0,0,0,0,0,0,0,0,0,0,3759,0,0,0,217,0,0,0,0,0,0,2078,76301,26911,25828,2408,8299,3355,0,2059,1390,0,0,0,1065,0,0,0,0,0,0,37,0,0,4414,0,105,0,0,430,0,0,0
SL,10044,Saarlouis,158618,115806,3255,112551,49154,39489,1496,8509,4089,0,2604,1978,0,0,0,0,0,0,0,0,0,0,0,0,5131,0,0,0,101,0,0,0,0,0,0,3201,112605,44268,34555,4109,10472,5950,0,2791,2093,0,0,0,1325,0,0,0,0,0,0,61,0,0,5958,0,175,0,0,848,0,0,0
SL,10045,Saarpfalz-Kreis,118129,88281,2194,86087,35944,31545,1197,6996,3355,0,1945,1247,0,0,0,0,0,0,0,0,0,0,0,0,3858,0,0,0,0,0,0,0,0,0,0,2138,86143,33271,25789,3535,7971,4933,0,2066,1392,0,0,0,1635,0,0,0,0,0,0,45,0,0,4824,0,129,0,0,553,0,0,0
SL,10046,St. Wendel,74588,58113,1744,56369,27575,18039,724,4065,1530,0,1151,662,0,0,0,0,0,0,0,0,0,0,0,0,2294,0,0,0,329,0,0,0,0,0,0,1687,56426,24560,17044,1698,4681,2537,0,1352,689,0,0,0,722,0,0,0,0,0,0,22,0,0,2713,0,97,0,0,311,0,0,0
BE,11000,"Berlin, Stadt",2505718,1815415,29655,1785760,536332,455138,25867,333148,243259,0,56911,30041,0,0,0,0,84,0,0,0,2637,457,618,0,67483,2428,1101,8138,0,16057,624,0,261,0,5176,27694,1787721,508643,439387,63616,330507,220737,0,64018,27014,0,2564,3612,0,0,0,0,0,1810,0,1410,0,965,88060,3509,5665,0,0,7531,0,0,18673
BB,12051,"Brandenburg an der Havel, Stadt",60766,36900,681,36219,11677,12927,511,8300,910,0,861,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,606,36294,12232,9890,741,8451,1492,0,743,694,0,43,0,0,0,0,0,0,0,0,44,0,0,1609,0,104,0,0,251,0,0,0
BB,12052,"Cottbus, Stadt",83462,54875,1002,53873,16794,13980,1181,11337,1713,0,1455,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,0,0,137,0,5058,782,54093,17723,12528,1299,13104,2300,0,1379,1185,0,53,0,0,0,0,0,0,0,0,69,0,0,3701,0,186,0,0,566,0,0,0
BB,12053,"Frankfurt (Oder), Stadt",47973,31127,888,30239,9531,6961,646,9643,1280,0,1252,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,30495,9669,6949,593,8294,1257,0,690,633,0,37,0,0,0,0,0,0,0,0,53,0,0,1906,0,144,0,0,270,0,0,0
BB,12054,"Potsdam, Stadt",128279,94384,1616,92768,25011,30718,1492,21880,7577,0,3108,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510,1203,93181,25142,23610,2524,22430,9586,0,2971,945,0,103,0,0,0,0,0,0,0,0,182,0,0,4877,0,295,0,0,516,0,0,0
BB,12060,Barnim,148254,101345,1737,99608,32772,20412,1436,33689,3480,0,2728,3354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,0,0,0,0,0,0,401,1503,99842,32441,21181,2261,26514,4682,0,2303,2454,0,157,0,0,0,0,0,0,0,0,118,0,0,6190,0,466,0,0,1075,0,0,0
BB,12061,Dahme-Spreewald,134465,97346,1979,95367,34777,26586,1053,20004,3552,0,2462,3647,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,2571,0,0,0,0,228,0,0,1752,95594,32935,21548,2652,20455,4251,0,2115,2940,0,314,0,0,0,0,0,0,0,0,114,0,0,6196,0,434,0,0,1640,0,0,0
BB,12062,Elbe-Elster,92466,62839,1461,61378,26502,12997,1281,13371,1707,0,2151,2830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,319,1173,61666,25109,12210,1599,12666,1685,0,1421,2258,0,108,0,0,0,0,0,0,0,0,74,0,0,3669,0,266,0,0,601,0,0,0
BB,12063,Havelland,127579,88645,1801,86844,31188,24148,1453,18968,4058,0,2425,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,0,0,0,0,105,0,463,1412,87233,30471,21232,2682,16866,4756,0,1856,2423,0,165,0,0,0,0,0,0,0,0,76,0,0,5637,0,354,0,0,715,0,0,0
BB,12064,Märkisch-Oderland,158789,107823,2790,105033,37061,22011,1200,32516,3591,0,2717,3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570,0,0,0,0,0,0,793,2785,105038,34175,23571,2359,27132,4141,0,2406,2631,0,176,0,0,0,0,0,0,0,0,92,0,0,6489,0,512,0,0,1354,0,0,0
BB,12065,Oberhavel,168699,118279,2422,115857,42949,32512,1584,23667,4999,0,3543,4134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566,0,0,0,0,201,0,702,1901,116378,42074,27480,3172,22527,5941,0,2616,3023,0,193,0,0,0,0,0,0,0,0,118,0,0,7667,0,522,0,0,1045,0,0,0
BB,12066,Oberspreewald-Lausitz,99396,65377,1418,63959,24540,15723,895,15983,1417,0,1862,3031,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,110,0,221,1178,64199,24349,13222,1553,14853,1634,0,1359,2369,0,129,0,0,0,0,0,0,0,0,81,0,0,3740,0,299,0,0,611,0,0,0
BB,12067,Oder-Spree,151368,104166,2279,101887,35291,25330,1606,27365,3912,0,3725,4658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831,102335,34632,22682,2329,24568,4009,0,2221,3425,0,221,0,0,0,0,0,0,0,0,145,0,0,6656,0,498,0,0,949,0,0,0
BB,12068,Ostprignitz-Ruppin,85241,53472,1131,52341,17283,14547,676,13126,1735,0,1234,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298,895,52577,19037,13255,1128,11708,2054,0,968,1202,0,55,0,0,0,0,0,0,0,0,47,0,0,2572,0,171,0,0,380,0,0,0
BB,12069,Potsdam-Mittelmark,168912,124063,2315,121748,45389,38684,2250,21949,6163,0,3331,2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,1912,122151,43933,30303,4156,22508,8012,0,2535,2101,0,163,0,0,0,0,0,0,0,0,122,0,0,6954,0,485,0,0,879,0,0,0
BB,12070,Prignitz,67889,44411,873,43538,14848,13976,512,9925,873,0,1228,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,687,43724,16267,10982,959,9985,1259,0,856,911,0,52,0,0,0,0,0,0,0,0,25,0,0,1898,0,185,0,0,345,0,0,0
BB,12071,Spree-Neiße,103695,71045,1687,69358,27507,15530,1317,13344,1565,0,1434,3238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,108,0,4941,1425,69620,26507,14335,1685,14861,2082,0,1236,2712,0,151,0,0,0,0,0,0,0,0,69,0,0,4854,0,339,0,0,789,0,0,0
BB,12072,Teltow-Fläming,133937,90129,1786,88343,32345,25114,1343,19701,3387,0,2357,2441,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,982,0,0,0,0,98,0,198,1549,88580,30804,21150,2408,19468,4071,0,1866,1879,0,264,0,0,0,0,0,0,0,0,96,0,0,5382,0,345,0,0,847,0,0,0
BB,12073,Uckermark,104774,66559,1274,65285,26771,15557,816,15859,1630,0,1599,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,0,0,0,0,0,0,0,1197,65362,25101,15046,1265,14922,1970,0,1244,1793,0,104,0,0,0,0,0,0,0,0,56,0,0,3078,0,200,0,0,583,0,0,0
MV,13003,"Rostock, Hansestadt",169982,114208,1751,112457,35871,20964,1162,36559,9269,0,2650,2521,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,959,0,0,0,0,0,0,2075,1391,112817,39839,22326,2144,27979,8180,0,3049,1838,0,92,0,0,0,0,0,0,0,0,246,0,0,6157,0,172,0,0,795,0,0,0
MV,13004,"Schwerin, Landeshauptstadt",77730,52959,874,52085,17960,13768,711,12995,2335,0,1309,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378,0,0,0,0,0,0,127,708,52251,19163,11486,1100,11613,3013,0,1031,1105,0,16,0,0,0,0,0,0,0,0,67,0,0,3058,0,68,0,0,531,0,0,0
MV,13071,Mecklenburgische Seenplatte,225170,144876,2773,142103,63972,26465,2085,35081,4117,0,3276,4732,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,2030,0,0,0,0,0,0,0,2475,142401,62520,24050,2852,32299,4795,0,2496,3843,0,154,0,0,0,0,0,0,0,0,258,0,0,7668,0,278,0,0,1188,0,0,0
MV,13072,Landkreis Rostock,177980,117944,2913,115031,52828,21893,1603,26638,4602,0,2192,3185,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,1392,0,0,0,0,0,0,434,2371,115573,52115,20665,2505,23826,4606,0,1705,2659,0,66,0,0,0,0,0,0,0,0,145,0,0,5885,0,205,0,0,1191,0,0,0
MV,13073,Vorpommern-Rügen,191265,121306,1955,119351,68597,15838,931,23683,2766,0,2289,3175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,0,0,0,0,0,0,1255,1950,119356,55644,16799,2991,25061,4423,0,2275,2837,0,102,0,0,0,0,0,0,0,0,109,0,0,7793,0,271,0,0,1051,0,0,0
MV,13074,Nordwestmecklenburg,129527,84213,1327,82886,33986,20910,1372,18032,3098,0,1867,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,0,0,0,0,0,0,29,1121,83092,33733,17630,1912,17056,3852,0,1429,2086,0,56,0,0,0,0,0,0,0,0,75,0,0,4346,0,159,0,0,758,0,0,0
MV,13075,Vorpommern-Greifswald,200404,127214,2313,124901,61460,17978,2192,25919,3691,0,3735,7303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488,0,0,0,0,0,0,135,2142,125072,55719,17715,2895,25072,4961,0,2761,5879,0,109,0,0,0,0,0,0,0,0,130,0,0,8007,0,293,0,0,1531,0,0,0
MV,13076,Ludwigslust-Parchim,178647,118998,2068,116930,49933,27844,1835,25572,3354,0,2465,4246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611,0,0,0,0,0,0,70,1817,117181,50315,23760,2569,23965,3886,0,1817,3488,0,68,0,0,0,0,0,0,0,0,136,0,0,5971,0,247,0,0,959,0,0,0
SN,14511,"Chemnitz, Stadt",201249,135876,1701,134175,55909,28101,2724,31992,6475,0,2808,4661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505,0,0,0,0,0,1348,134528,52380,23558,3865,31014,7168,0,3298,3135,0,0,0,0,0,0,0,0,170,0,184,0,0,8138,0,537,0,0,1081,0,0,0
SN,14521,Erzgebirgskreis,302267,211021,4962,206059,103781,26174,11163,43014,6608,0,4359,10960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3740,207281,95144,26876,7049,40309,5365,0,3892,8214,0,0,0,0,0,0,0,0,225,0,178,0,0,15967,0,807,0,0,3255,0,0,0
SN,14522,Mittelsachsen,268349,186560,3591,182969,93988,28488,4133,37565,6242,0,4006,8547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2908,183652,83510,24878,6109,37432,6018,0,3841,6593,0,0,0,0,0,0,0,0,260,0,178,0,0,11690,0,785,0,0,2358,0,0,0
SN,14523,Vogtlandkreis,201934,138790,2656,136134,65743,28172,3533,26707,3540,0,2746,5693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2095,136695,60466,21885,3836,27617,4569,0,2603,4322,0,0,0,0,0,0,0,0,148,0,129,0,0,9095,0,488,0,0,1537,0,0,0
SN,14524,Zwickau,281789,192580,3677,188903,85772,30110,5155,45602,5992,0,3676,7743,0,0,0,0,0,0,0,0,1030,0,0,0,0,0,0,3823,0,0,0,0,0,0,0,2900,189680,84226,28294,5121,40020,6219,0,3428,5867,0,0,0,0,0,0,0,0,447,0,212,0,0,11973,0,637,0,0,3236,0,0,0
SN,14612,"Dresden, Stadt",430136,318584,5279,313305,130143,46730,6221,70373,26021,0,12178,9802,0,0,0,0,0,0,0,0,1870,0,464,0,0,0,0,9238,0,0,0,0,0,0,265,3856,314728,121592,46821,9781,58979,28747,0,12863,7418,0,0,0,0,0,0,0,0,787,0,418,0,0,21669,0,736,0,0,4917,0,0,0
SN,14625,Bautzen,262663,183327,3866,179461,88415,21009,4503,37266,4767,0,3915,8513,0,0,0,0,0,0,0,0,162,0,90,0,0,0,0,5811,0,0,0,0,0,0,5010,3713,179614,82027,22064,5590,34875,5323,0,3840,7331,0,0,0,0,0,0,0,0,272,0,180,0,0,12886,0,1010,0,0,4216,0,0,0
SN,14626,Görlitz,223614,152944,3261,149683,74204,22741,2442,29550,5045,0,3878,8323,0,0,0,0,0,0,0,0,2069,0,0,0,0,0,0,0,0,0,0,1431,0,0,0,2983,149961,66106,18839,4185,29380,5044,0,3259,6360,0,0,0,0,0,0,0,0,685,0,172,0,0,12331,0,1023,0,0,2577,0,0,0
SN,14627,Meißen,207261,145679,2706,142973,76666,18090,3461,25279,4817,0,3600,6463,0,0,0,0,0,0,0,0,1618,0,0,0,0,0,2979,0,0,0,0,0,0,0,0,2490,143189,64622,18024,5253,26735,5721,0,3252,5588,0,0,0,0,0,0,0,0,494,0,136,0,0,10195,0,1282,0,0,1887,0,0,0
SN,14628,Sächsische Schweiz-Osterzgebirge,207752,147427,2656,144771,72644,15442,2628,27571,4244,0,2779,9625,0,0,0,0,0,0,0,0,1456,0,0,0,0,0,0,8382,0,0,0,0,0,0,0,2452,144975,66673,15865,4655,24848,5158,0,2980,7370,0,0,0,0,0,0,0,0,522,0,112,0,0,11417,0,670,0,0,4705,0,0,0
SN,14713,"Leipzig, Stadt",430321,292362,4103,288259,106643,65026,4544,69673,21415,0,7957,7585,0,0,0,0,0,0,0,0,3069,0,0,0,0,0,0,0,0,2347,0,0,0,0,0,3381,288981,100034,54064,8611,63424,26541,0,10259,5453,0,0,0,0,0,0,0,0,757,0,424,0,0,16096,0,872,0,0,2446,0,0,0
SN,14729,Leipzig,220400,151537,2797,148740,76273,23542,2890,31865,4905,0,3199,6066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2332,149205,68348,22681,4292,29716,4899,0,2905,4513,0,0,0,0,0,0,0,0,172,0,137,0,0,9562,0,495,0,0,1485,0,0,0
SN,14730,Nordsachsen,168695,112071,2610,109461,49906,22316,2276,23843,3399,0,2149,5572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1908,110163,49473,16970,2912,22696,3144,0,2141,4272,0,0,0,0,0,0,0,0,137,0,104,0,0,6762,0,394,0,0,1158,0,0,0
ST,15001,"Dessau-Roßlau, Stadt",72318,46669,705,45964,18904,8200,535,9959,3184,0,887,932,0,0,0,0,0,0,0,0,0,0,0,0,2689,0,0,674,0,0,0,0,0,0,0,649,46020,18585,8216,1113,10633,2364,0,884,893,0,0,47,0,0,0,0,0,0,0,56,0,0,2640,0,135,0,0,454,0,0,0
ST,15002,"Halle (Saale), Stadt",190752,124013,1835,122178,42466,29895,2489,31725,4870,0,2598,1587,0,0,0,0,0,0,0,0,0,0,403,0,3995,0,0,1064,0,0,0,0,0,0,1086,1710,122303,44545,22418,3695,30402,9555,0,3257,1710,0,0,267,0,0,0,0,0,0,0,276,0,0,5006,0,264,0,0,908,0,0,0
ST,15003,"Magdeburg, Landeshauptstadt",194035,123570,2132,121438,42541,30924,1655,31066,5488,0,3527,2157,2266,0,0,0,0,0,0,0,0,0,335,0,0,0,0,1479,0,0,0,0,0,0,0,1768,121802,44064,25772,2922,29446,7647,0,3133,1706,0,0,300,0,0,0,0,0,0,0,235,0,0,5229,0,369,0,0,979,0,0,0
ST,15081,Altmarkkreis Salzwedel,73649,46550,836,45714,18671,8206,618,14020,1646,0,1028,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,725,45825,19066,8669,1006,11279,1751,0,810,967,0,0,65,0,0,0,0,0,0,0,77,0,0,1708,0,147,0,0,280,0,0,0
ST,15082,Anhalt-Bitterfeld,145333,88149,1678,86471,35312,13082,1896,24138,1915,0,1050,2137,0,0,0,0,0,0,0,0,0,0,281,0,4450,0,0,2210,0,0,0,0,0,0,0,1541,86608,35921,14507,2158,21732,2307,0,1378,2191,0,0,95,0,0,0,0,0,0,0,202,0,0,4524,0,263,0,0,1330,0,0,0
ST,15083,Börde,148289,91522,1897,89625,40317,20708,2778,18565,2372,0,2759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,0,0,0,0,0,0,546,1592,89930,39257,17628,2665,18954,2756,0,1628,1989,0,0,151,0,0,0,0,0,0,0,118,0,0,3519,0,298,0,0,967,0,0,0
ST,15084,Burgenlandkreis,159816,98093,1734,96359,42929,14684,1444,24672,4171,0,1913,4054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2114,0,0,0,0,0,0,378,1582,96511,41204,15730,2621,22883,3033,0,1623,3266,0,0,156,0,0,0,0,0,0,0,124,0,0,4107,0,379,0,0,1385,0,0,0
ST,15085,Harz,193368,113596,2272,111324,51885,21613,1549,24648,4373,0,2203,2736,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,0,0,0,0,0,0,0,2070,111526,49091,21133,2521,24837,4049,0,1949,2187,0,0,269,0,0,0,0,0,0,0,111,0,0,4249,0,367,0,0,763,0,0,0
ST,15086,Jerichower Land,79850,50292,1079,49213,21573,11410,908,11194,1239,0,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,0,0,0,0,0,0,150,896,49396,20950,9651,1330,11281,1525,0,928,914,0,0,81,0,0,0,0,0,0,0,52,0,0,1861,0,160,0,0,663,0,0,0
ST,15087,Mansfeld-Südharz,125416,75924,1529,74395,29679,13416,1448,21985,1752,0,1751,2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,0,0,0,0,0,0,654,1350,74574,29917,13139,1892,19997,1953,0,1264,2072,0,0,92,0,0,0,0,0,0,0,114,0,0,3077,0,294,0,0,763,0,0,0
ST,15088,Saalekreis,162509,102094,1829,100265,45381,17313,1914,24906,2446,0,2247,2930,0,0,0,0,0,0,0,0,0,0,46,0,773,0,0,1779,0,0,0,0,0,0,530,1651,100443,43662,16221,3421,23713,3013,0,1787,2484,0,0,134,0,0,0,0,0,0,0,154,0,0,4301,0,364,0,0,1189,0,0,0
ST,15089,Salzlandkreis,173180,102295,2063,100232,41601,18653,1620,27954,2109,0,1649,2510,749,0,0,0,0,0,0,0,0,0,176,0,1864,0,0,1347,0,0,0,0,0,0,0,1837,100458,41882,17982,2603,25758,2775,0,1649,2355,0,0,141,0,0,0,0,0,0,0,151,0,0,3912,0,289,0,0,961,0,0,0
ST,15090,Stendal,98729,61345,1021,60324,26015,10410,871,18144,1352,0,1513,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,953,60392,25589,11527,1272,14901,1791,0,1187,1260,0,0,82,0,0,0,0,0,0,0,64,0,0,2118,0,159,0,0,442,0,0,0
ST,15091,Wittenberg,113636,74136,1131,73005,34144,12345,954,16056,2012,0,1166,1882,0,0,0,0,0,0,0,0,0,0,0,0,2886,0,0,1560,0,0,0,0,0,0,0,1109,73027,32048,12138,1779,16503,2339,0,1276,1906,0,0,98,0,0,0,0,0,0,0,64,0,0,3410,0,192,0,0,1274,0,0,0
TH,16051,"Erfurt, Stadt",167710,116416,2045,114371,41926,27189,1327,27716,6309,0,4091,3654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2159,0,0,0,0,0,0,0,1698,114718,39285,20356,2856,27074,8977,0,3365,2647,0,214,773,0,0,0,0,0,0,0,207,0,0,7366,0,0,0,0,1598,0,0,0
TH,16052,"Gera, Stadt",82336,55085,886,54199,20707,7912,587,16451,1472,0,905,1651,0,0,274,0,0,0,0,0,0,0,0,0,3665,0,0,421,154,0,0,0,0,0,0,876,54209,19444,7721,1280,15969,2102,0,946,1679,0,69,252,0,0,0,0,0,0,0,129,0,0,4212,0,0,0,0,406,0,0,0
