Land,AGS,Landkreis,Wahlberechtigte,Wähler,Ungültige.Erststimmen,Gültige.Erststimmen,CDU.Erststimmen,SPD.Erststimmen,FDP.Erststimmen,DIE LINKE.Erststimmen,GRÜNE.Erststimmen,CSU.Erststimmen,PIRATEN.Erststimmen,NPD.Erststimmen,Tierschutzpartei.Erststimmen,REP.Erststimmen,ÖDP.Erststimmen,FAMILIE.Erststimmen,Bündnis 21/RRP.Erststimmen,RENTNER.Erststimmen,BP.Erststimmen,PBC.Erststimmen,BüSo.Erststimmen,DIE VIOLETTEN.Erststimmen,MLPD.Erststimmen,"Volksabstimmung.Erststimmen",AfD.Erststimmen,BIG.Erststimmen,pro Deutschland.Erststimmen,FREIE WÄHLER.Erststimmen,PARTEI DER VERNUNFT.Erststimmen,Die PARTEI.Erststimmen,B.Erststimmen,BGD.Erststimmen,DKP.Erststimmen,NEIN!.Erststimmen,Übrige.Erststimmen,Ungültige.Zweitstimmen,Gültige.Zweitstimmen,CDU.Zweitstimmen,SPD.Zweitstimmen,FDP.Zweitstimmen,DIE LINKE.Zweitstimmen,GRÜNE.Zweitstimmen,CSU.Zweitstimmen,PIRATEN.Zweitstimmen,NPD.Zweitstimmen,Tierschutzpartei.Zweitstimmen,REP.Zweitstimmen,ÖDP.Zweitstimmen,FAMILIE.Zweitstimmen,Bündnis 21/RRP.Zweitstimmen,RENTNER.Zweitstimmen,BP.Zweitstimmen,PBC.Zweitstimmen,BüSo.Zweitstimmen,DIE VIOLETTEN.Zweitstimmen,MLPD.Zweitstimmen,Volksabstimmung.Zweitstimmen,PSG.Zweitstimmen,AfD.Zweitstimmen,BIG.Zweitstimmen,pro Deutschland.Zweitstimmen,DIE RECHTE.Zweitstimmen,DIE FRAUEN.Zweitstimmen,FREIE WÄHLER.Zweitstimmen,"Nichtwähler.Zweitstimmen",PARTEI DER VERNUNFT.Zweitstimmen,Die PARTEI.Zweitstimmen
BY,9174,Dachau,101801,75685,613,75072,0,13388,1378,2014,4695,44447,1563,0,0,0,1555,0,0,0,0,0,0,0,0,0,3452,0,0,2580,0,0,0,0,0,0,0,513,75172,0,12650,3355,2209,5521,40428,1302,372,530,259,1019,0,24,0,1040,0,12,81,30,0,0,3908,0,60,0,108,2208,0,56,0
BY,9175,Ebersberg,96389,74186,499,73687,0,15745,1849,1737,6405,40202,0,0,0,0,1469,0,100,0,1235,0,0,0,0,0,3013,0,0,1786,0,0,0,0,0,146,0,480,73706,0,13378,4293,2080,7039,36838,1349,268,505,247,866,0,76,0,1047,0,16,84,6,0,0,3698,0,48,0,118,1700,0,50,0
BY,9176,Eichstätt,95946,71570,544,71026,0,11725,1175,2244,4134,45388,1262,0,0,0,969,0,0,0,0,0,0,0,0,0,1884,0,0,2004,0,241,0,0,0,0,0,618,70952,0,12222,2586,2074,4021,40940,1106,627,403,247,966,0,27,0,847,0,6,68,9,0,0,2380,0,33,0,104,2215,0,71,0
BY,9177,Erding,95996,69440,584,68856,0,11488,1276,1975,4972,38789,0,0,0,0,1523,0,78,0,1556,0,0,0,0,0,3372,0,0,3683,0,0,0,0,0,144,0,449,68991,0,10292,3029,2098,5548,36012,1262,339,524,805,1110,0,43,0,1130,0,15,87,19,0,0,3697,0,44,0,129,2743,0,65,0
BY,9178,Freising,119336,87129,780,86349,0,14020,2203,2421,13426,42963,1954,0,0,0,1473,0,0,0,0,0,0,0,0,0,3393,0,0,4496,0,0,0,0,0,0,0,649,86480,0,13972,4085,2961,9932,41432,1912,577,671,242,1074,0,34,0,1056,0,14,109,18,0,0,4539,0,57,0,162,3551,0,82,0
BY,9179,Fürstenfeldbruck,153984,116280,803,115477,0,25017,2883,3189,10095,61238,2779,0,0,0,1324,0,0,0,0,0,0,0,0,0,5356,0,0,3596,0,0,0,0,0,0,0,676,115604,0,22666,6244,3642,11390,55729,2375,548,900,287,1085,0,39,0,1090,0,13,162,10,0,0,6083,0,103,0,174,2978,0,86,0
BY,9180,Garmisch-Partenkirchen,65339,46430,506,45924,0,6115,1608,1141,3073,28410,572,370,0,0,1178,0,0,0,1961,0,0,0,0,0,0,0,0,1496,0,0,0,0,0,0,0,405,46025,0,5653,2815,1191,3278,26025,545,230,361,71,834,0,20,0,1073,0,14,66,7,0,0,2514,0,36,0,73,1148,0,71,0
BY,9181,Landsberg am Lech,87309,64966,610,64356,0,10647,1589,1984,6620,36558,1286,574,0,0,1934,0,0,0,1405,0,0,0,0,0,0,0,0,1759,0,0,0,0,0,0,0,428,64538,0,10293,3299,2076,6751,33467,1142,408,448,172,870,0,19,0,997,0,7,99,10,0,0,3045,0,47,0,110,1219,0,59,0
BY,9182,Miesbach,72254,53003,710,52293,0,8588,2748,1345,4503,30578,931,0,0,0,1218,0,0,0,0,0,0,0,0,0,0,0,0,2382,0,0,0,0,0,0,0,355,52648,0,7540,3329,1291,3977,28681,672,244,361,150,579,0,18,0,851,0,15,90,5,0,0,3199,0,27,0,74,1498,0,47,0
BY,9183,Mühldorf a.Inn,84336,56611,502,56109,0,7390,1000,1429,3124,37584,1244,0,0,0,0,0,0,0,0,0,125,202,0,0,1927,0,0,2084,0,0,0,0,0,0,0,493,56118,0,7809,2234,1571,3252,33323,952,396,428,264,789,0,22,0,883,0,30,135,6,0,0,2286,0,37,0,94,1545,0,62,0
BY,9184,München,233398,180602,1093,179509,0,36736,6753,3796,19918,94347,3091,0,0,0,1846,0,197,0,0,0,0,0,0,0,7164,0,0,5336,325,0,0,0,0,0,0,1110,179492,0,35540,14940,5088,17654,84406,3311,596,1260,515,1502,0,88,0,1266,0,22,177,31,0,0,8741,0,108,0,225,3829,0,193,0
BY,9185,Neuburg-Schrobenhausen,70675,48777,433,48344,0,6820,858,1477,2564,31454,976,0,0,0,447,0,0,0,0,0,0,0,0,0,1338,0,0,2257,0,153,0,0,0,0,0,442,48335,0,7090,1848,1461,2579,28877,809,458,308,188,364,0,18,0,540,0,13,59,8,0,0,1651,0,33,0,79,1907,0,45,0
BY,9186,Pfaffenhofen a.d.Ilm,90579,63625,600,63025,0,12112,1559,1885,4375,35932,1461,0,0,0,1007,0,0,0,0,0,0,0,0,0,2298,0,0,2396,0,0,0,0,0,0,0,424,63201,0,10432,2967,1903,4039,34789,1133,575,442,246,775,0,9,0,889,0,13,73,8,0,0,2666,0,64,0,90,2027,0,61,0
BY,9187,Rosenheim,189578,136054,1090,134964,0,15968,3545,3073,12510,80027,2839,0,0,1532,2884,0,0,0,3194,0,161,0,0,0,5385,0,0,3673,0,0,0,0,0,0,173,951,135103,0,19208,6677,3637,11136,74659,2183,649,903,1027,2057,0,32,0,2692,0,84,208,18,0,0,6386,0,80,0,219,3119,0,129,0
BY,9188,Starnberg,95828,74973,693,74280,0,13616,7986,1761,8035,37071,1800,0,0,0,1393,0,3,0,0,0,0,0,0,0,442,0,0,2159,14,0,0,0,0,0,0,376,74597,0,12384,7777,1948,8359,34797,1325,210,582,121,832,0,18,0,670,0,12,136,8,0,0,3880,0,36,0,87,1336,0,79,0
BY,9189,Traunstein,132287,91508,953,90555,0,16100,2183,2804,7693,56727,2060,0,0,1023,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,90833,0,13634,3986,2763,8247,51554,1405,498,602,441,1220,0,33,0,1351,0,28,135,13,0,0,2812,0,64,0,129,1802,0,116,0
BY,9190,Weilheim-Schongau,100076,72771,835,71936,0,13257,2128,2196,5866,39268,1279,637,0,0,1898,0,0,0,2233,0,0,0,0,0,0,0,0,3174,0,0,0,0,0,0,0,564,72207,0,12396,3347,2362,5988,36393,1220,424,475,169,1307,0,40,0,1503,0,11,106,28,0,0,4106,0,54,0,138,2074,0,66,0
BY,9261,"Landshut, Stadt",48500,31810,353,31457,0,5840,854,1181,4177,16731,701,331,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,1014,0,0,0,0,0,0,0,215,31595,0,5800,1736,1286,2996,15567,555,191,284,55,310,0,4,0,285,0,5,70,4,0,0,1393,0,22,0,50,946,0,36,0
BY,9262,"Passau, Stadt",37827,24238,275,23963,0,5660,0,963,1791,12748,580,184,0,0,890,0,0,0,0,0,0,0,0,0,781,0,0,366,0,0,0,0,0,0,0,175,24063,0,4906,1413,1191,2127,11518,494,161,175,62,484,0,6,0,125,0,4,21,2,0,0,997,0,10,0,36,308,0,23,0
BY,9263,"Straubing, Stadt",34677,20027,172,19855,0,3964,520,751,688,11498,424,342,0,0,524,0,0,0,0,0,0,0,0,0,646,0,0,498,0,0,0,0,0,0,0,129,19898,0,3577,929,868,976,10826,369,279,130,55,324,0,2,0,204,0,6,20,8,0,0,806,0,9,0,32,457,0,21,0
BY,9271,Deggendorf,91396,55518,515,55003,0,8551,1364,1703,2343,33701,791,974,0,0,0,0,0,0,705,0,0,0,0,0,1975,0,0,2896,0,0,0,0,0,0,0,446,55072,0,9082,2220,1776,2542,30903,793,810,367,277,568,0,17,0,681,0,10,56,5,0,0,2417,0,34,0,114,2352,0,48,0
BY,9272,Freyung-Grafenau,63686,38423,328,38095,0,6228,586,1099,1844,23444,505,690,0,0,0,0,0,0,1068,0,0,0,0,0,1065,0,0,1566,0,0,0,0,0,0,0,293,38130,0,6356,1337,1331,1523,21578,487,630,294,158,367,0,19,0,878,0,3,31,6,0,0,1370,0,32,0,57,1655,0,18,0
BY,9273,Kelheim,87035,58615,552,58063,0,10183,1509,1603,3555,33865,1086,908,0,0,1279,0,0,0,0,0,0,0,0,0,0,0,0,4075,0,0,0,0,0,0,0,429,58186,0,9895,2457,1662,3352,31979,888,623,400,163,799,0,13,0,921,0,3,79,10,0,0,1811,0,49,0,100,2932,0,50,0
BY,9274,Landshut,115738,81219,743,80476,0,11514,2784,2136,6353,48107,1562,972,0,0,2095,0,0,0,0,0,0,0,0,0,0,0,0,4953,0,0,0,0,0,0,0,562,80657,0,11465,3796,2213,5079,44523,1199,564,644,271,1067,0,23,0,1258,0,19,125,8,0,0,2907,0,82,0,159,5160,0,95,0
BY,9275,Passau,148565,93153,1005,92148,0,17185,0,2800,4165,56680,1611,1079,0,0,2159,0,0,0,0,0,0,0,0,0,2835,0,0,3634,0,0,0,0,0,0,0,774,92379,0,16705,3785,3208,4768,51247,1317,943,689,287,1408,0,17,0,995,0,15,101,11,0,0,3521,0,71,0,154,3057,0,80,0
BY,9276,Regen,62635,38031,458,37573,0,7213,739,998,1650,22063,723,580,0,0,666,0,0,0,0,0,0,0,0,0,1762,0,0,1179,0,0,0,0,0,0,0,375,37656,0,6958,1441,1149,1496,21036,584,485,249,126,451,0,10,0,424,0,4,29,4,0,0,1790,0,23,0,68,1265,0,64,0
BY,9277,Rottal-Inn,91941,59122,638,58484,0,8796,1156,1569,3035,36484,0,807,0,0,1679,0,0,0,0,0,0,0,0,0,1585,0,0,3047,0,326,0,0,0,0,0,541,58581,0,8436,2330,1579,3076,35112,857,676,436,139,1046,0,33,0,734,0,20,51,13,0,0,2126,0,47,0,85,1725,0,60,0
BY,9278,Straubing-Bogen,76461,53479,537,52942,0,8223,1337,1008,1244,34018,768,936,0,0,2011,0,0,0,0,0,0,0,0,0,1254,0,0,2143,0,0,0,0,0,0,0,484,52995,0,7255,2283,1280,1852,32025,674,749,309,196,1164,0,7,0,762,0,4,32,4,0,0,1779,0,27,0,91,2449,0,53,0
BY,9279,Dingolfing-Landau,71367,44752,595,44157,0,7823,914,1099,1738,26264,0,820,0,0,1178,0,0,0,0,0,0,0,0,0,1544,0,0,2331,0,446,0,0,0,0,0,361,44391,0,7190,1865,1174,1920,25389,577,620,286,299,694,0,7,0,612,0,12,62,4,0,0,1597,0,35,0,100,1877,0,71,0
BY,9361,"Amberg, Stadt",33306,20365,187,20178,0,5161,492,969,1107,10559,559,297,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,152,20213,0,4708,912,963,1325,9671,412,203,143,37,330,0,5,0,184,0,4,22,3,0,0,849,0,11,0,37,372,0,22,0
BY,9362,"Regensburg, Stadt",103098,68458,476,67982,0,16062,3425,3033,8079,29191,1774,405,0,0,1585,0,0,0,0,0,0,0,0,0,2457,0,0,1807,0,0,0,0,0,0,164,439,68019,0,14225,3593,3433,9009,28921,1757,342,478,107,1007,0,16,0,323,0,13,98,15,0,0,2842,0,35,0,119,1633,0,53,0
BY,9363,"Weiden i.d.OPf., Stadt",33252,20743,200,20543,0,5330,389,846,890,10173,396,300,0,0,308,0,0,0,0,0,0,0,0,0,650,0,0,434,0,0,0,0,0,0,827,184,20559,0,5370,819,1027,1084,9708,391,282,139,29,183,0,4,0,157,0,2,25,0,0,0,903,0,12,0,44,353,0,27,0
BY,9371,Amberg-Sulzbach,82545,58503,651,57852,0,14920,1537,2045,2311,31254,1373,891,0,0,1704,0,0,0,0,0,0,0,0,0,0,0,0,1817,0,0,0,0,0,0,0,568,57935,0,13189,2094,1999,3109,29543,1104,634,355,177,837,0,21,0,581,0,10,47,9,0,0,1926,0,50,0,92,2091,0,67,0
BY,9372,Cham,102044,65634,558,65076,0,10673,1535,1553,1787,43044,0,834,0,0,654,0,0,0,1566,0,0,0,0,0,0,0,0,3430,0,0,0,0,0,0,0,778,64856,0,9622,2560,1871,2718,37506,957,684,460,246,571,0,16,0,1025,0,13,51,12,0,0,2079,0,47,0,110,4230,0,78,0
BY,9373,Neumarkt i.d.OPf.,99295,72153,704,71449,0,11172,1119,1895,3947,45435,1849,1041,0,0,1445,0,0,0,0,0,0,0,0,0,0,0,0,3546,0,0,0,0,0,0,0,565,71588,0,11139,2627,2090,4563,40859,1404,749,483,158,792,0,27,0,610,0,16,73,20,0,0,2498,0,48,0,151,3218,0,63,0
BY,9374,Neustadt a.d.Waldnaab,76694,55089,520,54569,0,12641,774,1241,2135,28663,715,970,0,0,761,0,0,0,0,0,0,0,0,0,1405,0,0,2287,0,0,0,0,0,0,2977,566,54523,0,12508,1740,1678,2315,28234,773,1019,330,146,616,0,20,0,567,0,6,40,8,0,0,2052,0,53,0,124,2223,0,71,0
BY,9375,Regensburg,145722,103496,918,102578,0,21479,3405,2806,6123,53457,1679,1037,0,0,2599,0,0,0,0,0,0,0,0,0,3772,0,0,5992,0,0,0,0,0,0,229,876,102620,0,18677,4242,3184,6750,53635,1597,938,783,368,1564,0,19,0,997,0,10,115,18,0,0,4158,0,68,0,160,5253,0,84,0
BY,9376,Schwandorf,114345,75730,689,75041,0,24043,895,2267,2729,37796,0,1321,0,0,1498,0,0,0,1398,0,0,0,0,0,0,0,0,3094,0,0,0,0,0,0,0,786,74944,0,17444,2141,2634,3209,38947,1196,1021,560,223,956,0,26,0,1095,0,8,52,26,0,0,2496,0,58,0,143,2628,0,81,0
BY,9377,Tirschenreuth,60457,43071,394,42677,0,7910,572,1030,1506,26094,695,625,0,0,420,0,0,0,0,0,0,0,0,0,800,0,0,1444,0,0,0,0,0,0,1581,443,42628,0,8606,1394,1277,1673,24184,594,608,303,114,299,0,3,0,347,0,11,40,10,0,0,1288,0,44,0,86,1683,0,64,0
BY,9461,"Bamberg, Stadt",54621,36047,291,35756,0,9340,988,1512,4774,15970,1028,359,0,0,0,0,0,0,0,0,0,0,0,0,1275,0,0,510,0,0,0,0,0,0,0,261,35786,0,7926,1909,1966,4740,14843,1022,331,252,113,307,0,13,0,126,0,6,39,38,0,0,1545,0,15,0,82,477,0,36,0
BY,9462,"Bayreuth, Stadt",56951,37600,369,37231,0,10565,1373,1182,3266,18322,953,327,0,0,0,0,0,0,0,0,0,0,0,0,1243,0,0,0,0,0,0,0,0,0,0,242,37358,0,9312,2506,1420,3458,16489,877,255,270,81,205,0,16,0,99,0,3,35,8,0,0,1657,0,14,0,81,543,0,29,0
BY,9463,"Coburg, Stadt",32384,21487,135,21352,0,8628,511,870,1227,8661,367,240,0,0,0,0,0,0,0,0,0,0,0,0,647,0,0,201,0,0,0,0,0,0,0,140,21347,0,6158,1124,1109,2002,8557,418,245,132,24,141,0,4,0,58,0,4,20,8,0,0,1040,0,12,0,32,242,0,17,0
BY,9464,"Hof, Stadt",34371,21741,227,21514,0,5588,318,1131,1346,11952,0,298,0,0,0,0,0,0,0,0,0,0,0,0,881,0,0,0,0,0,0,0,0,0,0,249,21492,0,5396,904,1163,1332,9880,514,250,188,79,75,0,7,0,117,0,3,17,6,0,0,1144,0,16,0,38,330,0,33,0
BY,9471,Bamberg,115365,83051,809,82242,0,17066,1503,2552,3817,47948,1812,1690,0,0,444,0,0,0,728,0,0,0,0,0,2791,0,0,1891,0,0,0,0,0,0,0,743,82308,0,14703,3311,2994,4789,44529,1762,1676,638,589,538,0,30,0,726,0,13,86,28,0,0,3329,0,66,0,261,2141,0,99,0
BY,9472,Bayreuth,85455,61821,614,61207,0,15452,1387,1547,2984,36015,1297,775,0,0,0,0,0,0,0,0,0,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,483,61338,0,14411,2338,1803,3315,32024,1028,639,403,306,275,0,19,0,250,0,7,57,10,0,0,2130,0,46,0,135,2084,0,58,0
BY,9473,Coburg,70831,50161,392,49769,0,16846,810,1760,1936,24445,717,865,0,0,0,0,0,0,0,0,0,0,0,0,1488,0,0,902,0,0,0,0,0,0,0,403,49758,0,13999,1990,2088,2887,22842,735,796,319,108,251,0,15,0,147,0,7,58,21,0,0,2195,0,29,0,105,1126,0,40,0
BY,9474,Forchheim,89546,66184,545,65639,0,13411,2860,2125,4483,36248,1444,870,0,0,0,0,0,0,0,0,0,0,0,0,2175,0,0,2023,0,0,0,0,0,0,0,441,65743,0,12768,3204,2273,5174,33037,1267,733,512,364,339,0,22,0,193,0,11,75,14,0,0,2706,0,41,0,130,2819,0,61,0
BY,9475,Hof,79530,56235,445,55790,0,14819,736,2335,3035,32137,0,688,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,0,0,0,471,55764,0,14320,2042,2518,2853,27075,1059,603,484,194,266,0,13,0,255,0,5,35,8,0,0,2452,0,59,0,118,1334,0,71,0
BY,9476,Kronach,56888,39730,458,39272,0,10311,514,1051,1111,22203,633,635,0,0,0,0,0,0,0,0,0,0,0,0,1008,0,0,1806,0,0,0,0,0,0,0,465,39265,0,10551,1355,1218,1420,20168,632,580,227,86,144,0,6,0,100,0,6,31,10,0,0,1495,0,21,0,106,1067,0,42,0
BY,9477,Kulmbach,60507,42324,370,41954,0,12469,747,1374,1462,21046,749,423,0,0,304,0,0,0,142,0,0,0,0,0,1326,0,0,1912,0,0,0,0,0,0,0,388,41936,0,10679,1524,1667,2233,20563,734,451,331,109,240,0,12,0,136,0,2,36,11,0,0,1594,0,41,0,101,1431,0,41,0
BY,9478,Lichtenfels,54755,37808,409,37399,0,7422,523,935,1531,23013,617,622,0,0,682,0,0,0,248,0,0,0,0,0,1060,0,0,746,0,0,0,0,0,0,0,424,37384,0,7831,1333,1195,1757,20285,723,655,243,108,300,0,3,0,196,0,5,45,3,0,0,1485,0,34,0,81,1064,0,38,0
BY,9479,Wunsiedel i.Fichtelgebirge,60668,40862,417,40445,0,13324,473,1798,2068,20799,0,736,0,0,0,0,0,0,0,0,0,0,0,0,1247,0,0,0,0,0,0,0,0,0,0,481,40381,0,11690,1472,1938,2130,18264,684,608,358,173,163,0,20,0,225,0,6,35,5,0,0,1513,0,32,0,79,934,0,52,0
BY,9561,"Ansbach, Stadt",31234,19389,216,19173,0,5384,647,992,1440,9072,478,262,0,0,0,0,34,0,242,0,0,38,0,0,0,0,0,584,0,0,0,0,0,0,0,158,19231,0,5235,815,1017,1942,7735,397,203,147,50,253,0,22,0,130,0,1,25,2,0,0,778,0,21,0,28,418,0,12,0
BY,9562,"Erlangen, Stadt",76971,57110,379,56731,0,16403,1621,2944,6289,24296,1726,304,0,0,0,0,0,0,230,0,0,0,0,0,1821,0,0,1097,0,0,0,0,0,0,0,358,56752,0,14538,3420,3010,7996,20905,1708,283,362,81,674,0,23,0,171,0,15,66,34,0,0,2328,0,29,0,74,979,0,56,0
BY,9563,"Fürth, Stadt",85689,55861,464,55397,0,18697,1097,3335,4502,22368,1978,637,0,0,0,0,0,0,0,0,0,0,0,0,1870,0,0,913,0,0,0,0,0,0,0,454,55407,0,15851,2636,3902,5899,19880,1707,497,376,224,301,0,31,0,236,0,14,53,23,0,0,2685,0,45,0,91,895,0,61,0
BY,9564,"Nürnberg, Stadt",348914,233322,2056,231266,0,74457,5319,13346,19502,95644,6671,2848,0,0,0,0,151,0,0,0,0,0,122,0,8113,0,0,4027,0,873,0,0,0,0,193,2104,231218,0,64154,11221,15305,25157,85719,6735,2462,1764,812,1564,0,157,0,595,0,35,257,197,0,0,10613,0,151,0,428,3639,0,253,0
BY,9565,"Schwabach, Stadt",29916,21166,154,21012,0,6151,429,791,1999,9704,440,194,0,0,0,0,17,0,0,0,0,0,0,0,802,0,0,485,0,0,0,0,0,0,0,162,21004,0,5519,1016,954,1992,8910,422,171,158,78,137,0,10,0,60,0,2,22,2,0,0,1030,0,9,0,30,457,0,25,0
BY,9571,Ansbach,139866,97286,964,96322,0,19414,5700,3684,5803,51972,2151,1516,0,0,0,0,127,0,908,0,0,271,0,0,0,0,0,4776,0,0,0,0,0,0,0,876,96410,0,19895,4882,3635,8078,46397,1872,1277,675,412,1084,0,75,0,493,0,20,143,10,0,0,3482,0,105,0,225,3552,0,98,0
BY,9572,Erlangen-Höchstadt,102535,78076,484,77592,0,18974,1369,2667,5691,40855,1490,653,0,0,0,0,0,0,339,0,0,0,0,0,2572,0,0,2982,0,0,0,0,0,0,0,579,77497,0,18100,4020,2830,7399,35035,1603,634,539,208,470,0,28,0,336,0,11,60,11,0,0,3262,0,41,0,148,2705,0,57,0
BY,9573,Fürth,90538,67663,484,67179,0,18877,1275,2577,4721,33236,1658,950,0,0,0,0,0,0,0,0,0,0,0,0,2191,0,0,1694,0,0,0,0,0,0,0,566,67097,0,17166,3201,2921,5747,29075,1373,703,571,403,398,0,29,0,275,0,8,77,13,0,0,3084,0,52,0,119,1792,0,90,0
BY,9574,Nürnberger Land,129036,96834,902,95932,0,28821,2164,3337,6228,46930,2390,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4605,0,0,0,0,0,0,0,774,96060,0,24952,4269,3695,8969,41465,1842,823,731,489,580,0,29,0,276,0,14,98,10,0,0,3736,0,81,0,134,3760,0,107,0
BY,9575,Neustadt a.d.Aisch-Bad Windsheim,77376,54687,422,54265,0,10362,867,1612,5372,31393,1156,659,0,0,0,0,0,0,0,0,0,0,0,0,1527,0,0,1317,0,0,0,0,0,0,0,484,54203,0,11468,2414,1993,4480,26640,1068,539,391,260,675,0,18,0,261,0,8,55,34,0,0,2055,0,35,0,95,1648,0,66,0
BY,9576,Roth,97066,71931,664,71267,0,17379,3207,2727,4914,37688,1747,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2464,0,0,0,0,0,0,0,538,71393,0,16155,3198,2699,5278,34716,1410,648,504,314,515,0,39,0,284,0,4,82,14,0,0,2797,0,60,0,159,2432,0,85,0
BY,9577,Weißenburg-Gunzenhausen,72543,49880,503,49377,0,13533,1107,1526,2422,26878,1309,718,0,0,0,0,43,0,372,0,0,124,0,0,0,0,0,1345,0,0,0,0,0,0,0,424,49456,0,11560,1922,1716,3751,24508,1007,528,292,181,511,0,26,0,237,0,12,71,11,0,0,1690,0,51,0,98,1238,0,46,0
BY,9661,"Aschaffenburg, Stadt",50016,32918,664,32254,0,8639,975,1152,3427,15545,901,491,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,614,0,0,0,0,0,0,90,511,32407,0,7535,1859,1438,3442,14256,727,353,251,151,231,0,10,0,142,0,3,45,35,0,0,1316,0,19,0,66,482,0,46,0
BY,9662,"Schweinfurt, Stadt",39119,23520,310,23210,0,7141,519,1968,1101,10626,523,335,0,0,182,0,0,0,151,0,0,0,0,0,0,0,0,664,0,0,0,0,0,0,0,267,23253,0,6072,1032,1836,1735,10005,481,204,127,190,123,0,9,0,88,0,3,18,27,0,0,848,0,34,0,27,380,0,14,0
BY,9663,"Würzburg, Stadt",99818,68919,494,68425,0,19008,2732,2574,8548,29280,1966,407,0,0,938,0,0,0,0,0,0,0,0,0,2061,0,0,911,0,0,0,0,0,0,0,449,68470,0,15618,4152,3347,10174,27301,2086,259,442,339,663,0,19,0,140,0,7,63,18,0,0,2787,0,41,0,129,814,0,71,0
BY,9671,Aschaffenburg,134155,98392,1746,96646,0,23669,3224,2489,6857,52046,2413,1682,0,0,1131,0,0,0,0,0,0,0,0,0,0,0,0,2759,0,0,0,0,0,0,376,1453,96939,0,20873,5144,3253,7693,47485,1818,1197,847,588,560,0,42,0,421,0,12,145,40,0,0,3947,0,137,0,197,2420,0,120,0
BY,9672,Bad Kissingen,84663,59821,672,59149,0,11843,1155,2587,5911,34064,1437,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,0,0,0,0,0,0,0,650,59171,0,10263,2709,2574,4022,32498,1158,639,359,442,438,0,28,0,268,0,11,65,16,0,0,2115,0,55,0,109,1315,0,87,0
BY,9673,Rhön-Grabfeld,64940,46107,517,45590,0,7883,943,2250,3184,28093,978,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608,0,0,0,0,0,0,0,545,45562,0,7466,2221,2117,2977,25522,869,475,254,207,206,0,26,0,196,0,8,51,10,0,0,1469,0,28,0,83,1322,0,55,0
BY,9674,Haßberge,68391,49427,633,48794,0,10838,2293,2093,3032,26754,1147,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,0,0,0,0,0,0,0,538,48889,0,10202,2412,2255,2875,24740,953,904,306,235,475,0,13,0,292,0,8,51,14,0,0,1404,0,42,0,119,1492,0,97,0
BY,9675,Kitzingen,69454,49423,533,48890,0,10322,1099,1901,3619,27035,1251,700,0,0,460,0,0,0,754,0,0,0,0,0,0,0,0,1749,0,0,0,0,0,0,0,439,48984,0,9865,2145,1917,3502,24998,982,456,316,341,355,0,17,0,391,0,10,39,4,0,0,1555,0,31,0,92,1916,0,52,0
BY,9676,Miltenberg,96417,68772,1112,67660,0,15043,2341,2323,4001,35524,1283,771,0,407,0,0,266,0,0,0,0,0,0,0,2086,0,0,3615,0,0,0,0,0,0,0,905,67867,0,14736,3381,2391,4570,33678,1201,784,487,374,518,0,106,0,244,0,16,81,14,0,0,2550,0,46,0,153,2472,0,65,0
BY,9677,Main-Spessart,101345,74365,912,73453,0,17769,1291,2103,4809,37477,1539,589,0,816,0,0,64,0,0,0,0,0,0,0,2566,0,0,4430,0,0,0,0,0,0,0,802,73563,0,15750,3032,2448,5402,36275,1469,620,632,627,397,0,45,0,281,0,15,86,11,0,0,3033,0,44,0,148,3147,0,101,0
BY,9678,Schweinfurt,91577,68332,870,67462,0,14727,1303,3645,3332,38887,1220,1007,0,0,513,0,0,0,627,0,0,0,0,0,0,0,0,2201,0,0,0,0,0,0,0,710,67622,0,12935,2729,3187,4666,36261,1030,673,409,587,381,0,30,0,349,0,10,57,21,0,0,2262,0,56,0,145,1745,0,89,0
BY,9679,Würzburg,126779,97674,870,96804,0,23128,2591,2800,7906,51496,2168,1032,0,0,965,0,0,0,0,0,0,0,0,0,2770,0,0,1948,0,0,0,0,0,0,0,873,96801,0,21607,4333,3290,9137,46886,1928,687,694,940,725,0,30,0,355,0,13,104,11,0,0,3601,0,53,0,190,2106,0,111,0
BY,9761,"Augsburg, Stadt",187230,119202,1249,117953,0,30223,3970,5883,13520,51291,3214,841,0,645,0,0,131,0,0,0,127,0,149,0,5524,0,0,2435,0,0,0,0,0,0,0,1041,118161,0,26667,5466,6814,12951,50572,3140,776,898,516,953,0,104,0,609,0,39,191,80,0,0,6233,0,110,0,225,1696,0,121,0
